"FileName","Population","TPs","N","N_numeric","Lambda","Total_Rows","Total_Violations","Percentage_Violations","Total_Errors","ErrorRate","Total_LL_Failures","LL_Failure_Perc","Total_True_Violations","True_Violation_Perc","GoodReplications","Reanalysis_Needed","Adjusted_Replications_Needed"
"rilta_lta_n_500_tp_-0.85_th_1_lambda_0.6",".300",-0.85,"N = 500","500","0.6",948,320,33.8,0,0,0,0,320,33.8,628,"No",806
"rilta_lta_n_500_tp_-0.41_th_1_lambda_0.6",".400",-0.41,"N = 500","500","0.6",912,298,32.7,0,0,0,0,298,32.7,614,"No",793
"rilta_lta_n_500_tp_0.41_th_1_lambda_0.6",".600",0.41,"N = 500","500","0.6",927,284,30.6,0,0,0,0,284,30.6,643,"No",771
"rilta_lta_n_500_tp_0.85_th_1_lambda_0.6",".700",0.85,"N = 500","500","0.6",883,239,27.1,0,0,0,0,239,27.1,644,"No",736
"rilta_lta_n_500_tp_1.385_th_1_lambda_0.6",".800",1.385,"N = 500","500","0.6",820,205,25,0,0,0,0,205,25,615,"No",717
"rilta_lta_n_500_tp_-1.385_th_1_lambda_0.8",".200",-1.385,"N = 500","500","0.8",961,319,33.2,0,0,0,0,319,33.2,642,"No",799
"rilta_lta_n_500_tp_-0.85_th_1_lambda_0.8",".300",-0.85,"N = 500","500","0.8",978,329,33.6,0,0,0,0,329,33.6,649,"No",804
"rilta_lta_n_500_tp_-0.41_th_1_lambda_0.8",".400",-0.41,"N = 500","500","0.8",878,273,31.1,0,0,0,0,273,31.1,605,"No",776
"rilta_lta_n_500_tp_0.41_th_1_lambda_0.8",".600",0.41,"N = 500","500","0.8",892,281,31.5,0,0,0,0,281,31.5,611,"No",780
"rilta_lta_n_500_tp_0.85_th_1_lambda_0.8",".700",0.85,"N = 500","500","0.8",900,282,31.3,0,0,0,0,282,31.3,618,"No",778
"rilta_lta_n_500_tp_1.385_th_1_lambda_0.8",".800",1.385,"N = 500","500","0.8",849,222,26.1,0,0,0,0,222,26.1,627,"No",727
"rilta_lta_n_500_tp_-1.385_th_1_lambda_1",".200",-1.385,"N = 500","500","1",971,335,34.5,0,0,0,0,335,34.5,636,"No",814
"rilta_lta_n_500_tp_-0.85_th_1_lambda_1",".300",-0.85,"N = 500","500","1",971,340,35,0,0,0,0,340,35,631,"No",820
"rilta_lta_n_500_tp_-0.41_th_1_lambda_1",".400",-0.41,"N = 500","500","1",1006,344,34.2,0,0,0,0,344,34.2,662,"No",810
"rilta_lta_n_500_tp_0.41_th_1_lambda_1",".600",0.41,"N = 500","500","1",952,314,33,0,0,1,0.1,314,33,638,"No",797
"rilta_lta_n_500_tp_0.85_th_1_lambda_1",".700",0.85,"N = 500","500","1",859,248,28.9,0,0,0,0,248,28.9,611,"No",754
"rilta_lta_n_500_tp_1.385_th_1_lambda_1",".800",1.385,"N = 500","500","1",839,222,26.5,0,0,0,0,222,26.5,617,"No",731
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0",".200",-1.385,"N = 1000","1000","0",881,249,28.3,0,0,0,0,249,28.3,632,"No",748
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0",".300",-0.85,"N = 1000","1000","0",933,310,33.2,0,0,0,0,310,33.2,623,"No",799
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0",".400",-0.41,"N = 1000","1000","0",968,321,33.2,0,0,0,0,321,33.2,647,"No",799
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0",".600",0.41,"N = 1000","1000","0",952,308,32.4,0,0,0,0,308,32.4,644,"No",790
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0",".700",0.85,"N = 1000","1000","0",889,251,28.2,0,0,0,0,251,28.2,638,"No",747
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0",".800",1.385,"N = 1000","1000","0",903,269,29.8,0,0,0,0,269,29.8,634,"No",763
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.2",".200",-1.385,"N = 1000","1000","0.2",881,275,31.2,0,0,0,0,275,31.2,606,"No",777
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.2",".300",-0.85,"N = 1000","1000","0.2",948,297,31.3,0,0,0,0,297,31.3,651,"No",778
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.2",".400",-0.41,"N = 1000","1000","0.2",897,276,30.8,0,0,0,0,276,30.8,621,"No",773
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.2",".600",0.41,"N = 1000","1000","0.2",892,272,30.5,0,0,0,0,272,30.5,620,"No",770
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.2",".700",0.85,"N = 1000","1000","0.2",886,250,28.2,0,0,0,0,250,28.2,636,"No",747
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.2",".800",1.385,"N = 1000","1000","0.2",839,225,26.8,0,0,0,0,225,26.8,614,"No",734
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.4",".200",-1.385,"N = 1000","1000","0.4",965,319,33.1,0,0,0,0,319,33.1,646,"No",798
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.4",".300",-0.85,"N = 1000","1000","0.4",995,330,33.2,0,0,0,0,330,33.2,665,"No",799
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.4",".400",-0.41,"N = 1000","1000","0.4",897,301,33.6,0,0,0,0,301,33.6,596,"No",804
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.4",".600",0.41,"N = 1000","1000","0.4",854,237,27.8,0,0,0,0,237,27.8,617,"No",743
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.4",".700",0.85,"N = 1000","1000","0.4",852,230,27,0,0,0,0,230,27,622,"No",735
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.4",".800",1.385,"N = 1000","1000","0.4",832,192,23.1,0,0,0,0,192,23.1,640,"No",701
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.6",".200",-1.385,"N = 1000","1000","0.6",1002,370,36.9,0,0,0,0,370,36.9,632,"No",843
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.6",".300",-0.85,"N = 1000","1000","0.6",1052,376,35.7,0,0,0,0,376,35.7,676,"No",828
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.6",".400",-0.41,"N = 1000","1000","0.6",961,341,35.5,0,0,0,0,341,35.5,620,"No",826
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.6",".600",0.41,"N = 1000","1000","0.6",897,264,29.4,0,0,0,0,264,29.4,633,"No",759
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.6",".700",0.85,"N = 1000","1000","0.6",827,198,23.9,0,0,0,0,198,23.9,629,"No",708
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.6",".800",1.385,"N = 1000","1000","0.6",774,155,20,0,0,0,0,155,20,619,"No",675
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_0.8",".200",-1.385,"N = 1000","1000","0.8",992,347,35,0,0,0,0,347,35,645,"No",820
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_0.8",".300",-0.85,"N = 1000","1000","0.8",961,349,36.3,0,0,0,0,349,36.3,612,"No",835
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_0.8",".400",-0.41,"N = 1000","1000","0.8",958,329,34.3,0,0,0,0,329,34.3,629,"No",812
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.8",".600",0.41,"N = 1000","1000","0.8",909,278,30.6,0,0,0,0,278,30.6,631,"No",771
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.8",".700",0.85,"N = 1000","1000","0.8",834,214,25.7,0,0,0,0,214,25.7,620,"No",723
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.8",".800",1.385,"N = 1000","1000","0.8",802,187,23.3,0,0,0,0,187,23.3,615,"No",702
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_1",".200",-1.385,"N = 1000","1000","1",1036,391,37.7,0,0,0,0,391,37.7,645,"No",853
"rilta_lta_n_1000_tp_-0.85_th_1_lambda_1",".300",-0.85,"N = 1000","1000","1",1036,398,38.4,0,0,0,0,398,38.4,638,"No",862
"rilta_lta_n_1000_tp_-0.41_th_1_lambda_1",".400",-0.41,"N = 1000","1000","1",978,341,34.9,0,0,0,0,341,34.9,637,"No",819
"rilta_lta_n_1000_tp_0.41_th_1_lambda_1",".600",0.41,"N = 1000","1000","1",862,232,26.9,0,0,0,0,232,26.9,630,"No",734
"rilta_lta_n_1000_tp_0.85_th_1_lambda_1",".700",0.85,"N = 1000","1000","1",844,225,26.7,0,0,1,0.1,225,26.7,619,"No",733
"rilta_lta_n_1000_tp_1.385_th_1_lambda_1",".800",1.385,"N = 1000","1000","1",822,206,25.1,0,0,0,0,206,25.1,616,"No",718
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0",".200",-1.385,"N = 2000","2000","0",813,219,26.9,0,0,0,0,219,26.9,594,"No",734
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0",".300",-0.85,"N = 2000","2000","0",906,269,29.7,0,0,0,0,269,29.7,637,"No",762
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0",".400",-0.41,"N = 2000","2000","0",857,239,27.9,0,0,0,0,239,27.9,618,"No",744
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0",".600",0.41,"N = 2000","2000","0",839,220,26.2,0,0,0,0,220,26.2,619,"No",728
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0",".700",0.85,"N = 2000","2000","0",867,248,28.6,0,0,0,0,248,28.6,619,"No",751
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0",".800",1.385,"N = 2000","2000","0",892,254,28.5,0,0,0,0,254,28.5,638,"No",750
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.2",".200",-1.385,"N = 2000","2000","0.2",886,244,27.5,0,0,0,0,244,27.5,642,"No",740
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.2",".300",-0.85,"N = 2000","2000","0.2",839,235,28,0,0,0,0,235,28,604,"No",745
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.2",".400",-0.41,"N = 2000","2000","0.2",862,223,25.9,0,0,0,0,223,25.9,639,"No",725
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.2",".600",0.41,"N = 2000","2000","0.2",872,221,25.3,0,0,0,0,221,25.3,651,"No",720
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.2",".700",0.85,"N = 2000","2000","0.2",862,230,26.7,0,0,0,0,230,26.7,632,"No",733
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.2",".800",1.385,"N = 2000","2000","0.2",865,239,27.6,0,0,0,0,239,27.6,626,"No",741
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.4",".200",-1.385,"N = 2000","2000","0.4",975,319,32.7,0,0,0,0,319,32.7,656,"No",793
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.4",".300",-0.85,"N = 2000","2000","0.4",933,299,32,0,0,0,0,299,32,634,"No",786
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.4",".400",-0.41,"N = 2000","2000","0.4",918,291,31.7,0,0,0,0,291,31.7,627,"No",783
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.4",".600",0.41,"N = 2000","2000","0.4",892,247,27.7,0,0,0,0,247,27.7,645,"No",742
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.4",".700",0.85,"N = 2000","2000","0.4",859,216,25.1,0,0,0,0,216,25.1,643,"No",718
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.4",".800",1.385,"N = 2000","2000","0.4",774,161,20.8,0,0,0,0,161,20.8,613,"No",682
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.6",".200",-1.385,"N = 2000","2000","0.6",1167,512,43.9,0,0,0,0,512,43.9,655,"No",942
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.6",".300",-0.85,"N = 2000","2000","0.6",975,354,36.3,0,0,0,0,354,36.3,621,"No",835
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.6",".400",-0.41,"N = 2000","2000","0.6",1048,373,35.6,0,0,0,0,373,35.6,675,"No",827
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.6",".600",0.41,"N = 2000","2000","0.6",818,226,27.6,0,0,0,0,226,27.6,592,"No",741
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.6",".700",0.85,"N = 2000","2000","0.6",764,148,19.4,0,0,1,0.1,148,19.4,616,"No",671
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.6",".800",1.385,"N = 2000","2000","0.6",740,115,15.5,0,0,0,0,115,15.5,625,"No",642
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.8",".200",-1.385,"N = 2000","2000","0.8",1052,400,38,0,0,0,0,400,38,652,"No",857
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.8",".300",-0.85,"N = 2000","2000","0.8",985,381,38.7,0,0,0,0,381,38.7,604,"No",866
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.8",".400",-0.41,"N = 2000","2000","0.8",952,313,32.9,0,0,0,0,313,32.9,639,"No",796
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.8",".600",0.41,"N = 2000","2000","0.8",859,221,25.7,0,0,0,0,221,25.7,638,"No",723
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.8",".700",0.85,"N = 2000","2000","0.8",806,190,23.6,0,0,0,0,190,23.6,616,"No",705
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.8",".800",1.385,"N = 2000","2000","0.8",844,217,25.7,0,0,0,0,217,25.7,627,"No",723
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_1",".200",-1.385,"N = 2000","2000","1",1084,448,41.3,0,0,0,0,448,41.3,636,"No",902
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_1",".300",-0.85,"N = 2000","2000","1",985,368,37.4,0,0,1,0.1,369,37.5,616,"No",850
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_1",".400",-0.41,"N = 2000","2000","1",995,365,36.7,0,0,1,0.1,365,36.7,630,"No",840
"rilta_lta_n_2000_tp_0.41_th_1_lambda_1",".600",0.41,"N = 2000","2000","1",847,232,27.4,0,0,0,0,232,27.4,615,"No",739
"rilta_lta_n_2000_tp_0.85_th_1_lambda_1",".700",0.85,"N = 2000","2000","1",806,186,23.1,0,0,0,0,186,23.1,620,"No",701
"rilta_lta_n_2000_tp_1.385_th_1_lambda_1",".800",1.385,"N = 2000","2000","1",806,193,23.9,0,0,0,0,193,23.9,613,"No",708
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0",".200",-1.385,"N = 4000","4000","0",844,216,25.6,0,0,0,0,216,25.6,628,"No",723
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0",".300",-0.85,"N = 4000","4000","0",857,227,26.5,0,0,0,0,227,26.5,630,"No",731
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0",".400",-0.41,"N = 4000","4000","0",804,171,21.3,0,0,0,0,171,21.3,633,"No",686
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0",".600",0.41,"N = 4000","4000","0",802,181,22.6,0,0,0,0,181,22.6,621,"No",696
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0",".700",0.85,"N = 4000","4000","0",859,203,23.6,0,0,0,0,203,23.6,656,"No",705
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0",".800",1.385,"N = 4000","4000","0",870,232,26.7,0,0,0,0,232,26.7,638,"No",733
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.2",".200",-1.385,"N = 4000","4000","0.2",906,264,29.1,0,0,0,0,264,29.1,642,"No",756
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.2",".300",-0.85,"N = 4000","4000","0.2",811,186,22.9,0,0,0,0,186,22.9,625,"No",699
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.2",".400",-0.41,"N = 4000","4000","0.2",822,197,24,0,0,0,0,197,24,625,"No",708
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.2",".600",0.41,"N = 4000","4000","0.2",784,150,19.1,0,0,0,0,150,19.1,634,"No",669
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.2",".700",0.85,"N = 4000","4000","0.2",811,192,23.7,0,0,0,0,192,23.7,619,"No",706
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.2",".800",1.385,"N = 4000","4000","0.2",815,197,24.2,0,0,0,0,197,24.2,618,"No",710
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.4",".200",-1.385,"N = 4000","4000","0.4",958,316,33,0,0,0,0,316,33,642,"No",797
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.4",".300",-0.85,"N = 4000","4000","0.4",894,257,28.7,0,0,0,0,257,28.7,637,"No",752
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.4",".400",-0.41,"N = 4000","4000","0.4",847,215,25.4,0,0,0,0,215,25.4,632,"No",721
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.4",".600",0.41,"N = 4000","4000","0.4",772,138,17.9,0,0,0,0,138,17.9,634,"No",660
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.4",".700",0.85,"N = 4000","4000","0.4",766,151,19.7,0,0,0,0,151,19.7,615,"No",673
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.4",".800",1.385,"N = 4000","4000","0.4",795,169,21.3,0,0,0,0,169,21.3,626,"No",686
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.6",".200",-1.385,"N = 4000","4000","0.6",1202,537,44.7,0,0,0,0,537,44.7,665,"No",955
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.6",".300",-0.85,"N = 4000","4000","0.6",1002,337,33.6,0,0,0,0,337,33.6,665,"No",804
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.6",".400",-0.41,"N = 4000","4000","0.6",955,306,32,0,0,0,0,306,32,649,"No",786
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.6",".600",0.41,"N = 4000","4000","0.6",750,127,16.9,0,0,0,0,127,16.9,623,"No",652
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.6",".700",0.85,"N = 4000","4000","0.6",750,120,16,0,0,1,0.1,121,16.1,629,"No",646
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.6",".800",1.385,"N = 4000","4000","0.6",750,124,16.5,0,0,0,0,124,16.5,626,"No",649
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.8",".200",-1.385,"N = 4000","4000","0.8",1021,390,38.2,0,0,0,0,390,38.2,631,"No",860
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.8",".300",-0.85,"N = 4000","4000","0.8",1032,370,35.9,0,0,0,0,370,35.9,662,"No",831
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.8",".400",-0.41,"N = 4000","4000","0.8",878,264,30.1,0,0,0,0,264,30.1,614,"No",766
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.8",".600",0.41,"N = 4000","4000","0.8",739,123,16.6,0,0,0,0,123,16.6,616,"No",650
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.8",".700",0.85,"N = 4000","4000","0.8",752,129,17.2,0,0,0,0,129,17.2,623,"No",654
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.8",".800",1.385,"N = 4000","4000","0.8",827,192,23.2,0,0,0,0,192,23.2,635,"No",702
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_1",".200",-1.385,"N = 4000","4000","1",1133,450,39.7,0,0,0,0,450,39.7,683,"No",880
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_1",".300",-0.85,"N = 4000","4000","1",1068,397,37.2,0,0,0,0,397,37.2,671,"No",847
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_1",".400",-0.41,"N = 4000","4000","1",1021,377,36.9,0,0,0,0,377,36.9,644,"No",843
"rilta_lta_n_4000_tp_0.41_th_1_lambda_1",".600",0.41,"N = 4000","4000","1",804,180,22.4,0,0,0,0,180,22.4,624,"No",695
"rilta_lta_n_4000_tp_0.85_th_1_lambda_1",".700",0.85,"N = 4000","4000","1",780,142,18.2,0,0,0,0,142,18.2,638,"No",662
"rilta_lta_n_4000_tp_1.385_th_1_lambda_1",".800",1.385,"N = 4000","4000","1",822,193,23.5,0,0,0,0,193,23.5,629,"No",704
