"FileName","Model","Population","TPs","N","N_numeric","Mix","Mixing_proportion","Lambda","Total_Rows","Total_Violations","Percentage_Violations","Total_Errors","ErrorRate","Total_LL_Failures","LL_Failure_Perc","Total_True_Violations","True_Violation_Perc","GoodReplications","Reanalysis_Needed"
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_b","Model 3",".800",3.179,"N = 5000",5000,2,".33, .33, .33","B",1119,287,25.6,0,0,0,0,287,25.6,832,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_c","Model 3",".800",3.179,"N = 5000",5000,2,".33, .33, .33","C",1118,266,23.8,0,0,0,0,266,23.8,852,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_2_l_d","Model 3",".800",3.179,"N = 5000",5000,2,".33, .33, .33","D",1118,385,34.4,5,0.4,0,0,387,34.6,731,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.3","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","0.3",842,221,26.2,0,0,0,0,221,26.2,621,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.5","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","0.5",952,290,30.5,0,0,0,0,290,30.5,662,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.7","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","0.7",988,319,32.3,0,0,0,0,319,32.3,669,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_0.9","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","0.9",952,318,33.4,0,0,0,0,318,33.4,634,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_a","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","A",952,265,27.8,0,0,0,0,265,27.8,687,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_b","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","B",952,212,22.3,0,0,0,0,212,22.3,740,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_c","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","C",952,167,17.5,0,0,0,0,167,17.5,785,"No"
"rilta_lta_m3_n_5000_tp_3.179_m_3_l_d","Model 3",".800",3.179,"N = 5000",5000,3,".60, .30, .10","D",951,222,23.3,1,0.1,0,0,223,23.4,728,"No"
