"N_numeric","N","Population","Model","TPs","Mix","Mixing_proportion","Lambda","Total_Rows","Violation_Rate","LL_Failure_Rate","Error_Rate","True_Violation_Rate","Final_Violation_Rate","Final_LL_Failure_Rate","Final_Error_Rate","Final_True_Violation_Rate","Reps_Needed_for_Success","Successful_Replications","Status"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","0.3",499,20.2,0,0,20.2,22.3,0,0,22.3,780,606,"✅ Fixed"
"2500","N = 2500",".200","Model 1",0.407,3,".60, .30, .10","0.5",499,48.7,0,1.6,49.3,49.4,0,2.3,50.6,1311,647,"✅ Fixed"
"2500","N = 2500",".200","Model 2",0.407,3,".60, .30, .10","0.5",500,9.6,0,0,9.6,9.8,0,0,9.8,685,618,"✅ Fixed"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","0.5",500,27,0,0,27,26.1,0,0,26.1,862,637,"✅ Fixed"
"2500","N = 2500",".200","Model 1",0.407,3,".60, .30, .10","0.7",500,50.6,0.2,4,52.6,50,0.1,3.4,51.7,1428,690,"✅ Fixed"
"2500","N = 2500",".200","Model 2",0.407,3,".60, .30, .10","0.7",500,9.2,0,0,9.2,8.8,0,0,8.8,682,622,"✅ Fixed"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","0.7",500,27.6,0,0,27.6,26.4,0,0,26.4,870,640,"✅ Fixed"
"2500","N = 2500",".200","Model 1",0.407,3,".60, .30, .10","0.9",492,53.9,0,9.8,58.5,53.4,0.1,8.8,56.9,1649,711,"✅ Fixed"
"2500","N = 2500",".200","Model 2",0.407,3,".60, .30, .10","0.9",500,9.6,0,0,9.6,10.7,0,0,10.7,685,612,"✅ Fixed"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","0.9",500,28.2,0,0,28.2,28.6,0,0,28.6,878,627,"✅ Fixed"
"2500","N = 2500",".200","Model 1",0.407,3,".60, .30, .10","A",500,47.6,2.6,29,62.2,43.6,2.2,27.8,59.5,1669,676,"✅ Fixed"
"2500","N = 2500",".200","Model 2",0.407,3,".60, .30, .10","A",499,9.8,0,0,9.8,10.1,0,0,10.1,684,615,"✅ Fixed"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","A",500,23,0,0,23,23,0,0,23,878,676,"✅ Fixed"
"2500","N = 2500",".200","Model 1",0.407,3,".60, .30, .10","B",500,44.6,0,1.6,45.2,46.5,0.2,1.6,47.6,1669,875,"✅ Fixed"
"2500","N = 2500",".200","Model 2",0.407,3,".60, .30, .10","B",499,9,0,0,9,10.1,0,0,10.1,684,615,"✅ Fixed"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","B",500,24.8,0,0,24.8,23.6,0,0,23.6,878,671,"✅ Fixed"
"2500","N = 2500",".200","Model 1",0.407,3,".60, .30, .10","C",500,42.2,0,3.2,43.6,45.8,0.1,2.4,46.8,1668,887,"✅ Fixed"
"2500","N = 2500",".200","Model 2",0.407,3,".60, .30, .10","C",498,9,0.2,0,9,9.4,0.1,0,9.4,683,619,"✅ Fixed"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","C",500,20.4,0,0,20.4,20.2,0,0,20.2,878,701,"✅ Fixed"
"2500","N = 2500",".200","Model 1",0.407,3,".60, .30, .10","D",499,46.1,0.4,4,48.5,47,0.3,3.5,49,1667,850,"✅ Fixed"
"2500","N = 2500",".200","Model 2",0.407,3,".60, .30, .10","D",499,11.8,0,0,11.8,11,0,0,11,684,609,"✅ Fixed"
"2500","N = 2500",".200","Model 3",0.407,3,".60, .30, .10","D",499,18.8,0.2,0,19,20.4,0.1,0,20.5,876,696,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","0.3",499,53.5,0,5,55.9,52.6,0.1,6.8,56.6,1561,677,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","0.3",499,9.6,0,0,9.6,9.4,0,0,9.4,683,619,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","0.3",500,24.2,0,2.4,26,22.5,0,2,24.1,849,644,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","0.5",500,58.4,0.2,6.6,61.4,53.2,0.1,6.7,56.5,1867,813,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","0.5",499,7.2,0,0,7.2,8,0,0,8,664,611,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","0.5",500,20.8,0,2,22.6,23.5,0,1.9,25.1,809,606,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","0.7",499,52.7,0,14.6,61.9,54,0.2,12.6,60.8,1893,742,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","0.7",500,11.4,0,0.4,11.8,11.1,0,0.4,11.5,703,622,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","0.7",500,25.2,0,0.8,25.8,25.4,0,0.6,25.9,847,628,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","0.9",500,66,0.8,21.2,74.8,67,0.3,22.1,74.8,3568,898,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","0.9",500,9.6,0,0.2,9.8,9.9,0,0.3,10.2,687,617,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","0.9",500,33.6,0,0,33.6,33.3,0,0,33.3,958,639,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","A",500,38.6,4.2,25,58,37.7,3.5,25.2,56.3,3576,1563,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","A",498,8,0,0,8,8.2,0,0,8.2,684,628,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","A",500,25,0,1,25.8,24.8,0,1,25.5,957,713,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","B",500,51.6,0,3,53.2,50.6,0,3,52.1,3576,1712,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","B",499,7.2,0,0,7.2,7.3,0,0,7.3,686,636,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","B",499,18.4,0,2.8,21,20,0,3.6,22.9,955,736,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","C",500,50,0,3.6,52.2,50.7,0,3.4,52.2,3577,1710,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","C",500,8.8,0,0.4,8.8,8.9,0,0.4,8.9,687,626,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","C",499,18,0,7.2,24.2,19.1,0,6.8,24.9,957,719,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,1,".10, .30, .60","D",500,53.2,0,3,54.8,52.3,0.1,3.2,54.2,3576,1639,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,1,".10, .30, .60","D",500,12.2,0,0.6,12.8,11.2,0,0.7,11.9,687,605,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,1,".10, .30, .60","D",500,20,0,10.2,27.6,20.9,0,10.2,28.7,957,682,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","0.3",500,61.6,0.2,0.6,61.8,59.1,0.1,0.4,59.3,1894,771,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","0.3",500,19.6,0,0,19.6,19.1,0,0,19.1,776,628,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","0.3",500,31.8,0,0,31.8,32.2,0,0,32.2,930,631,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","0.5",500,60.2,0,1,61.2,59.8,0,0.5,60.2,1854,738,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","0.5",500,22.4,0,0,22.4,21.2,0,0,21.2,805,634,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","0.5",500,35.4,0,0,35.4,34.9,0,0,34.9,987,643,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","0.7",500,61.6,0.4,2.2,62.2,59.3,0.1,2.1,59.9,1921,771,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","0.7",500,23.4,0,0,23.4,23.1,0,0,23.1,817,628,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","0.7",500,35.8,0,0,35.8,37.8,0,0,37.8,994,618,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","0.9",498,65.3,0.4,11,68.9,64.6,0.2,11.1,68.1,2522,805,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","0.9",499,30.1,0,0,30.1,26.8,0,0,26.8,902,660,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","0.9",500,38,0,0,38,38.8,0,0,38.8,1036,634,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","A",500,49.6,2.8,19.6,60,49.2,3,22.1,63.2,2533,932,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","A",499,17.8,0,0,17.8,18.2,0,0,18.2,901,737,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","A",500,32.4,0,0,32.4,32.7,0,0,32.7,1036,697,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","B",500,61.4,0,0.2,61.6,61.4,0.1,0.5,61.5,2533,975,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","B",500,20.2,0,0,20.2,19.6,0,0,19.6,902,725,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","B",500,29.8,0,0,29.8,29.8,0,0,29.8,1036,727,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","C",500,58.4,0,0.6,58.4,59.2,0.1,0.5,59.4,2533,1028,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","C",500,21.6,0,0,21.6,22.3,0,0,22.3,903,702,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","C",500,25,0,0.2,25.2,26,0,0.2,26.2,1036,765,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,2,".33, .33, .33","D",500,59.2,0.4,0.6,59.8,58.3,0.2,0.4,58.7,2533,1046,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,2,".33, .33, .33","D",499,22,0,0,22,23.7,0,0,23.7,902,688,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,2,".33, .33, .33","D",500,30,0.2,2.4,31.6,30.8,0.1,2.5,32.7,1036,697,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","0.3",500,48.6,0,2.4,49.6,47.3,0,2.3,48.4,1325,684,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","0.3",499,14.2,0,0,14.2,15.1,0,0,15.1,722,613,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","0.3",500,27,0,0,27,26.5,0,0,26.5,860,632,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","0.5",500,53.8,0,2.8,55.6,50.5,0.1,3.7,52.3,1551,740,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","0.5",500,15.4,0,0,15.4,14.7,0,0,14.7,735,627,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","0.5",500,28.2,0,0,28.2,27,0,0,27,877,640,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","0.7",497,48.9,0.2,7.2,52.9,49.3,0.2,7.1,52.8,1425,672,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","0.7",500,17.8,0,0,17.8,19,0,0,19,758,614,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","0.7",500,31,0,0,31,31.2,0,0,31.2,918,632,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","0.9",488,62.1,0.6,17.2,66.8,61.4,0.2,17.5,66.8,2210,734,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","0.9",498,22.1,0,0,22.1,21.1,0,0,21.1,798,630,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","0.9",500,30.4,0,0,30.4,28.6,0,0,28.6,909,649,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","A",500,58.2,0.8,39.6,74.4,57.5,1.7,38,72.9,2251,611,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","A",499,15.6,0,0,15.6,15.5,0,0,15.5,799,675,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","A",499,23,0,0,23,23.2,0,0,23.2,908,697,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","B",500,46.8,0.2,3,48.2,46.4,0,2.9,48.1,2253,1170,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","B",500,14.2,0,0.2,14.4,16.2,0,0.1,16.4,800,669,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","B",500,20.6,0,0,20.6,20.9,0,0,20.9,909,719,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","C",500,44.4,0.4,4,47.8,44.1,0.1,3.9,46.8,2254,1200,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","C",500,14.8,0,0,14.8,13.6,0,0,13.6,799,690,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","C",499,20.2,0,0,20.2,20.2,0,0,20.2,908,725,"✅ Fixed"
"2500","N = 2500",".800","Model 1",3.179,3,".60, .30, .10","D",500,43.2,0.4,4,46,43.5,0.1,3.8,45.6,2253,1225,"✅ Fixed"
"2500","N = 2500",".800","Model 2",3.179,3,".60, .30, .10","D",498,12.2,0,0,12.2,13.2,0,0,13.2,798,693,"✅ Fixed"
"2500","N = 2500",".800","Model 3",3.179,3,".60, .30, .10","D",500,20.2,0.2,0.6,20.8,20.8,0.1,0.6,21.3,909,715,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","0.3",500,47.8,0,0,47.8,47.7,0,0,47.7,1269,664,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","0.3",500,7.2,0,0,7.2,6,0,0,6,666,626,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","0.3",500,19,0,0,19,17.7,0,0,17.7,770,634,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","0.5",500,46.4,0,0,46.4,47.1,0,0,47.1,1229,650,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","0.5",499,6.6,0,0,6.6,5.6,0,0,5.6,660,623,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","0.5",500,14.6,0,0,14.6,16.3,0,0,16.3,728,609,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","0.7",500,51.8,0,0.4,52,48.1,0.1,0.1,48.3,1407,728,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","0.7",500,4.2,0,0,4.2,4.2,0,0,4.2,645,618,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","0.7",500,25,0.2,0,25.2,24.7,0.1,0,24.8,839,631,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","0.9",499,54.3,0.4,4,56.3,53.2,0.3,4.8,55.1,1577,708,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","0.9",500,6.6,0,0,6.6,6,0.3,0,6.3,662,620,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","0.9",500,35.8,0.4,0,35.8,35.8,0.2,0,35.8,995,639,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","A",500,39.2,3.4,10,48,39.5,3.9,11.2,49.7,1581,796,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","A",499,6.4,0,0,6.4,6.7,0,0,6.7,661,617,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","A",500,17.4,0,0,17.4,17.7,0,0,17.7,995,819,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","B",500,49.4,0,0,49.4,48.7,0,0,48.7,1581,811,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","B",500,5.6,0,0,5.6,6,0,0,6,662,622,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","B",500,21.2,0,0,21.2,22.3,0,0,22.3,995,773,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","C",500,53,0,0,53,50.2,0.1,0,50.2,1581,787,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","C",499,7,0,0,7,6.2,0,0,6.2,661,620,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","C",500,25.6,0,0,25.6,25.1,0,0,25.1,995,745,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,1,".10, .30, .60","D",500,47.4,0.2,0,47.4,49.7,0.1,0.1,49.7,1581,795,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,1,".10, .30, .60","D",500,8,0,0,8,8,0,0,8,662,609,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,1,".10, .30, .60","D",500,22.8,0,0,22.8,22,0,0,22,995,776,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","0.3",500,49.8,0,0,49.8,52.1,0,0,52.1,1331,637,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","0.3",500,10,0,0,10,10.5,0,0,10.5,688,616,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","0.3",500,25,0,0,25,25,0,0,25,837,628,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","0.5",500,52,0,0,52,52.6,0,0,52.6,1407,667,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","0.5",500,12.6,0,0,12.6,12.1,0,0,12.1,710,624,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","0.5",500,27.4,0,0,27.4,29,0,0,29,867,616,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","0.7",500,55.4,0,0,55.4,55.4,0,0,55.4,1544,688,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","0.7",500,14,0,0,14,13.2,0,0,13.2,722,627,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","0.7",500,28.8,0,0,28.8,30.2,0,0,30.2,886,618,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","0.9",500,48.6,0,0,48.6,50.3,0,0,50.3,1293,642,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","0.9",500,16.6,0.2,0,16.8,15.1,0.1,0,15.2,748,634,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","0.9",500,39,0.2,0,39.2,38.7,0.1,0,38.8,1060,649,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","A",500,49.2,5.2,13.8,59.2,48.6,6,14.8,59.9,1293,519,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","A",500,9.2,0,0,9.2,10.2,0,0,10.2,748,672,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","A",500,26,0,0,26,26.6,0,0,26.6,1060,778,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","B",500,51,0,0,51,54.8,0,0,54.8,1293,585,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","B",500,8,0,0,8,8.7,0,0,8.7,748,683,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","B",500,26.2,0,0,26.2,26,0,0,26,1060,784,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","C",500,55,0,0,55,52.5,0,0,52.5,1293,614,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","C",500,8.6,0,0,8.6,9.2,0,0,9.2,748,679,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","C",500,26.8,0.2,0,26.8,26.7,0.1,0,26.7,1060,777,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,2,".33, .33, .33","D",500,56,0,0,56,55.3,0,0,55.3,1293,578,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,2,".33, .33, .33","D",500,10,0,0,10,9.1,0,0,9.1,747,679,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,2,".33, .33, .33","D",500,24.8,0.2,0,25,23.9,0.1,0,24,1060,806,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","0.3",500,47.6,0,0,47.6,47,0,0.2,47,1263,669,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","0.3",500,11.6,0,0,11.6,11.4,0,0,11.4,701,621,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","0.3",500,26.6,0,0,26.6,24.7,0,0,24.7,857,645,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","0.5",500,51.8,0,0.8,52.2,50,0,0.4,50.1,1414,705,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","0.5",500,10.4,0,0,10.4,9.5,0,0,9.5,692,626,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","0.5",500,29,0,0,29,27.8,0,0,27.8,889,642,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","0.7",499,49.9,0,1,50.5,50.4,0,0.8,50.9,1351,664,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","0.7",500,8.6,0,0,8.6,8.3,0,0,8.3,677,621,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","0.7",500,26.6,0,0,26.6,27,0,0,27,857,626,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","0.9",493,49.7,0.4,4.1,52.1,50,0.4,4.9,51.9,1378,663,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","0.9",500,9.2,0.2,0,9.4,9.5,0.1,0,9.6,684,618,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","0.9",500,28.8,0,0,28.8,28.7,0,0,28.7,886,632,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","A",500,41.2,2.4,19.6,52.4,40.9,2.2,19.4,52.2,1392,666,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","A",499,8,0,0.2,8.2,8.3,0,0.1,8.5,683,625,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","A",500,23.6,0,0,23.6,23.8,0,0,23.8,886,675,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","B",500,48.4,0,0.2,48.4,47.6,0,0.2,47.7,1392,728,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","B",500,13.2,0,0,13.2,13.3,0,0,13.3,684,593,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","B",500,22.8,0,0,22.8,22.2,0,0,22.2,886,689,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","C",500,48.2,0,0.4,48.2,46.6,0,0.4,46.7,1392,742,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","C",500,11,0,0,11,10.2,0,0,10.2,684,614,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","C",500,21.8,0,0,21.8,22.6,0.1,0,22.7,886,685,"✅ Fixed"
"5000","N = 5000",".200","Model 1",0.407,3,".60, .30, .10","D",499,43.7,0,0,43.7,43.8,0,0.2,43.9,1391,780,"✅ Fixed"
"5000","N = 5000",".200","Model 2",0.407,3,".60, .30, .10","D",500,10,0,0,10,9.9,0,0,9.9,684,616,"✅ Fixed"
"5000","N = 5000",".200","Model 3",0.407,3,".60, .30, .10","D",500,20,0,0,20,20.9,0,0,20.9,886,701,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","0.3",500,48.2,0.2,1.8,49.2,50.2,0.1,1.8,51.1,1312,641,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","0.3",500,9.4,0,0,9.4,9.4,0,0,9.4,684,620,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","0.3",500,26,0,0.2,26.2,25.6,0,0.2,25.9,851,631,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","0.5",499,45.5,0,2.6,47.1,48.2,0,3.1,49.8,1244,624,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","0.5",499,10.6,0,0,10.6,9.6,0,0,9.6,691,625,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","0.5",500,26.8,0,0.2,26.8,25.7,0,0.3,26,859,636,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","0.7",500,53,0,7.4,54.8,51.3,0.1,8,54.5,1513,688,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","0.7",499,13.2,0,0,13.2,14,0,0,14,713,613,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","0.7",500,21.8,0,0,21.8,21.1,0,0,21.1,800,631,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","0.9",499,74.3,0,15.2,79.2,73.2,0,0,73.2,5022,1346,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","0.9",500,12,0,0,12,12.3,0,0,12.3,705,618,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","0.9",500,32.6,0,0,32.6,32.8,0,0,32.8,942,633,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","A",395,34.2,0,0,34.2,34.8,4.2,16.6,48.5,5144,2650,"✅ Fixed"
