"FileName","Model","N","N_numeric","Population","TPs","Mix","Mixing_proportion","Lambda","Total_Rows","Total_Violations","Percentage_Violations","Total_Errors","ErrorRate","Total_LL_Failures","LL_Failure_Perc","Total_True_Violations","True_Violation_Perc","GoodReplications","Reanalysis_Needed","Adjusted_Replications_Needed"
"rilta_lta_m3_n_1000_tp_3.179_m_1_l_c","Model 3","N = 1000",1000,".800",3.179,1,".10, .30, .60","C",499,103,20.6,69,13.8,0,0,151,30.3,348,"Yes",906
"rilta_lta_m3_n_1000_tp_3.179_m_1_l_d","Model 3","N = 1000",1000,".800",3.179,1,".10, .30, .60","D",500,103,20.6,69,13.8,0,0,157,31.4,343,"Yes",924
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_0.3","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","0.3",500,152,30.4,0,0,0,0,152,30.4,348,"Yes",909
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_0.5","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","0.5",500,159,31.8,2,0.4,0,0,161,32.2,339,"Yes",936
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_0.7","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","0.7",500,170,34,1,0.2,0,0,170,34,330,"Yes",965
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_0.9","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","0.9",500,185,37,1,0.2,0,0,186,37.2,314,"Yes",1021
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_a","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","A",500,146,29.2,1,0.2,0,0,146,29.2,354,"Yes",892
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_b","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","B",500,139,27.8,6,1.2,0,0,144,28.8,356,"Yes",886
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_c","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","C",500,135,27,15,3,0,0,148,29.6,352,"Yes",897
"rilta_lta_m3_n_1000_tp_3.179_m_2_l_d","Model 3","N = 1000",1000,".800",3.179,2,".33, .33, .33","D",500,136,27.2,24,4.8,1,0.2,155,31,345,"Yes",918
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_0.3","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","0.3",500,103,20.6,0,0,0,0,103,20.6,397,"Yes",786
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_0.5","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","0.5",500,134,26.8,0,0,0,0,134,26.8,366,"Yes",859
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_0.7","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","0.7",500,126,25.2,1,0.2,0,0,127,25.4,373,"Yes",842
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_0.9","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","0.9",500,124,24.8,3,0.6,0,0,127,25.4,373,"Yes",842
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_a","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","A",500,114,22.8,0,0,0,0,114,22.8,386,"Yes",811
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_b","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","B",500,101,20.2,2,0.4,0,0,102,20.4,398,"Yes",784
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_c","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","C",500,96,19.2,5,1,1,0.2,102,20.4,398,"Yes",784
"rilta_lta_m3_n_1000_tp_3.179_m_3_l_d","Model 3","N = 1000",1000,".800",3.179,3,".60, .30, .10","D",500,107,21.4,20,4,0,0,123,24.6,377,"Yes",832
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_0.3","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.3",500,230,46,2,0.4,0,0,232,46.4,268,"Yes",1229
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_0.5","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.5",500,231,46.2,1,0.2,2,0.4,233,46.6,267,"Yes",1235
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_0.7","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.7",500,258,51.6,7,1.4,1,0.2,261,52.2,239,"Yes",1414
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_0.9","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.9",500,279,55.8,40,8,0,0,294,58.8,206,"Yes",1711
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_a","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","A",500,226,45.2,69,13.8,19,3.8,277,55.4,223,"Yes",1544
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_b","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","B",500,251,50.2,0,0,2,0.4,253,50.6,247,"Yes",1358
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_c","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","C",500,238,47.6,3,0.6,0,0,240,48,260,"Yes",1275
"rilta_lta_m1_n_2500_tp_0.407_m_1_l_d","Model 1","N = 2500",2500,".200",0.407,1,".10, .30, .60","D",500,255,51,11,2.2,0,0,261,52.2,239,"Yes",1414
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_0.3","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.3",500,270,54,0,0,0,0,270,54,230,"Yes",1484
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_0.5","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.5",500,282,56.4,0,0,0,0,282,56.4,218,"Yes",1589
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_0.7","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.7",500,294,58.8,1,0.2,0,0,295,59,205,"Yes",1722
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_0.9","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.9",500,243,48.6,3,0.6,2,0.4,244,48.8,256,"Yes",1299
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_a","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","A",500,239,47.8,89,17.8,24,4.8,297,59.4,203,"Yes",1745
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_b","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","B",500,262,52.4,4,0.8,2,0.4,265,53,235,"Yes",1444
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_c","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","C",500,298,59.6,0,0,1,0.2,299,59.8,201,"Yes",1768
"rilta_lta_m1_n_2500_tp_0.407_m_2_l_d","Model 1","N = 2500",2500,".200",0.407,2,".33, .33, .33","D",500,290,58,3,0.6,1,0.2,292,58.4,208,"Yes",1689
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_0.3","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.3",500,237,47.4,9,1.8,0,0,241,48.2,259,"Yes",1281
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_0.5","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.5",499,243,48.7,8,1.6,0,0,246,49.3,253,"Yes",1312
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_0.7","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.7",500,253,50.6,20,4,1,0.2,263,52.6,237,"Yes",1429
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_0.9","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.9",492,265,53.9,48,9.8,0,0,288,58.5,204,"Yes",1669
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_a","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","A",500,238,47.6,145,29,13,2.6,311,62.2,189,"Yes",1921
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_b","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","B",500,223,44.6,8,1.6,0,0,226,45.2,274,"Yes",1197
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_c","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","C",500,211,42.2,16,3.2,0,0,218,43.6,282,"Yes",1157
"rilta_lta_m1_n_2500_tp_0.407_m_3_l_d","Model 1","N = 2500",2500,".200",0.407,3,".60, .30, .10","D",499,230,46.1,20,4,2,0.4,242,48.5,257,"Yes",1288
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_0.3","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.3",500,19,3.8,0,0,0,0,19,3.8,481,"Yes",642
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_0.5","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.5",499,24,4.8,0,0,1,0.2,25,5,474,"Yes",650
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_0.7","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.7",500,32,6.4,0,0,0,0,32,6.4,468,"Yes",661
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_0.9","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.9",500,35,7,0,0,3,0.6,38,7.6,462,"Yes",670
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_a","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","A",500,19,3.8,0,0,1,0.2,20,4,480,"Yes",644
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_b","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","B",499,30,6,0,0,0,0,30,6,469,"Yes",657
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_c","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","C",500,38,7.6,0,0,0,0,38,7.6,462,"Yes",670
"rilta_lta_m2_n_2500_tp_0.407_m_1_l_d","Model 2","N = 2500",2500,".200",0.407,1,".10, .30, .60","D",499,23,4.6,0,0,0,0,23,4.6,476,"Yes",647
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_0.3","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.3",500,46,9.2,0,0,0,0,46,9.2,454,"Yes",682
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_0.5","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.5",500,45,9,0,0,0,0,45,9,455,"Yes",680
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_0.7","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.7",499,63,12.6,0,0,0,0,63,12.6,436,"Yes",709
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_0.9","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.9",500,78,15.6,0,0,0,0,78,15.6,422,"Yes",737
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_a","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","A",497,50,10.1,0,0,1,0.2,51,10.3,446,"Yes",687
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_b","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","B",500,41,8.2,0,0,0,0,41,8.2,459,"Yes",674
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_c","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","C",500,55,11,0,0,0,0,55,11,445,"Yes",697
"rilta_lta_m2_n_2500_tp_0.407_m_2_l_d","Model 2","N = 2500",2500,".200",0.407,2,".33, .33, .33","D",500,35,7,0,0,1,0.2,36,7.2,464,"Yes",667
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_0.3","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.3",499,55,11,0,0,0,0,55,11,444,"Yes",695
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_0.5","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.5",500,48,9.6,0,0,0,0,48,9.6,452,"Yes",685
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_0.7","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.7",500,46,9.2,0,0,0,0,46,9.2,454,"Yes",682
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_0.9","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.9",500,48,9.6,0,0,0,0,48,9.6,452,"Yes",685
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_a","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","A",499,49,9.8,0,0,0,0,49,9.8,450,"Yes",686
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_b","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","B",499,45,9,0,0,0,0,45,9,454,"Yes",679
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_c","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","C",498,45,9,0,0,1,0.2,45,9,453,"Yes",678
"rilta_lta_m2_n_2500_tp_0.407_m_3_l_d","Model 2","N = 2500",2500,".200",0.407,3,".60, .30, .10","D",499,59,11.8,0,0,0,0,59,11.8,440,"Yes",702
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_0.3","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.3",500,69,13.8,0,0,0,0,69,13.8,431,"Yes",720
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_0.5","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.5",500,91,18.2,0,0,0,0,91,18.2,409,"Yes",762
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_0.7","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.7",500,118,23.6,0,0,0,0,118,23.6,382,"Yes",820
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_0.9","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","0.9",500,197,39.4,0,0,1,0.2,198,39.6,302,"Yes",1068
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_a","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","A",500,110,22,0,0,0,0,110,22,390,"Yes",802
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_b","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","B",500,112,22.4,0,0,0,0,112,22.4,388,"Yes",806
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_c","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","C",499,110,22,0,0,0,0,110,22,389,"Yes",800
"rilta_lta_m3_n_2500_tp_0.407_m_1_l_d","Model 3","N = 2500",2500,".200",0.407,1,".10, .30, .60","D",500,107,21.4,0,0,0,0,107,21.4,393,"Yes",795
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_0.3","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.3",500,131,26.2,0,0,0,0,131,26.2,369,"Yes",852
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_0.5","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.5",500,140,28,0,0,0,0,140,28,360,"Yes",875
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_0.7","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.7",500,146,29.2,0,0,1,0.2,147,29.4,353,"Yes",894
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_0.9","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","0.9",500,186,37.2,0,0,0,0,186,37.2,314,"Yes",1021
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_a","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","A",500,165,33,0,0,0,0,165,33,335,"Yes",948
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_b","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","B",500,134,26.8,0,0,0,0,134,26.8,366,"Yes",859
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_c","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","C",500,139,27.8,0,0,1,0.2,140,28,360,"Yes",875
"rilta_lta_m3_n_2500_tp_0.407_m_2_l_d","Model 3","N = 2500",2500,".200",0.407,2,".33, .33, .33","D",500,108,21.6,0,0,0,0,108,21.6,392,"Yes",797
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_0.3","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.3",499,101,20.2,0,0,0,0,101,20.2,398,"Yes",781
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_0.5","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.5",500,135,27,0,0,0,0,135,27,365,"Yes",862
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_0.7","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.7",500,138,27.6,0,0,0,0,138,27.6,362,"Yes",870
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_0.9","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","0.9",500,141,28.2,0,0,0,0,141,28.2,359,"Yes",878
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_a","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","A",500,115,23,0,0,0,0,115,23,385,"Yes",813
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_b","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","B",500,124,24.8,0,0,0,0,124,24.8,376,"Yes",834
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_c","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","C",500,102,20.4,0,0,0,0,102,20.4,398,"Yes",784
"rilta_lta_m3_n_2500_tp_0.407_m_3_l_d","Model 3","N = 2500",2500,".200",0.407,3,".60, .30, .10","D",499,94,18.8,0,0,1,0.2,95,19,404,"Yes",768
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_0.3","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.3",499,267,53.5,25,5,0,0,279,55.9,220,"Yes",1563
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_0.5","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.5",500,292,58.4,33,6.6,1,0.2,307,61.4,193,"Yes",1867
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_0.7","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.7",499,263,52.7,73,14.6,0,0,309,61.9,190,"Yes",1897
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_0.9","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.9",500,330,66,106,21.2,4,0.8,374,74.8,126,"Yes",3577
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_a","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","A",500,193,38.6,125,25,21,4.2,290,58,210,"Yes",1668
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_b","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","B",500,258,51.6,15,3,0,0,266,53.2,234,"Yes",1452
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_c","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","C",500,250,50,18,3.6,0,0,261,52.2,239,"Yes",1414
"rilta_lta_m1_n_2500_tp_3.179_m_1_l_d","Model 1","N = 2500",2500,".800",3.179,1,".10, .30, .60","D",500,266,53.2,15,3,0,0,274,54.8,226,"Yes",1517
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_0.3","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.3",500,308,61.6,3,0.6,1,0.2,309,61.8,191,"Yes",1894
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_0.5","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.5",500,301,60.2,5,1,0,0,306,61.2,194,"Yes",1854
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_0.7","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.7",500,308,61.6,11,2.2,2,0.4,311,62.2,189,"Yes",1921
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_0.9","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.9",498,325,65.3,55,11,2,0.4,343,68.9,155,"Yes",2533
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_a","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","A",500,248,49.6,98,19.6,14,2.8,300,60,200,"Yes",1780
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_b","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","B",500,307,61.4,1,0.2,0,0,308,61.6,192,"Yes",1880
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_c","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","C",500,292,58.4,3,0.6,0,0,292,58.4,208,"Yes",1689
"rilta_lta_m1_n_2500_tp_3.179_m_2_l_d","Model 1","N = 2500",2500,".800",3.179,2,".33, .33, .33","D",500,296,59.2,3,0.6,2,0.4,299,59.8,201,"Yes",1768
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_0.3","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.3",500,243,48.6,12,2.4,0,0,248,49.6,252,"Yes",1325
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_0.5","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.5",500,269,53.8,14,2.8,0,0,278,55.6,222,"Yes",1553
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_0.7","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.7",497,243,48.9,36,7.2,1,0.2,263,52.9,234,"Yes",1432
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_0.9","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.9",488,303,62.1,84,17.2,3,0.6,326,66.8,162,"Yes",2254
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_a","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","A",500,291,58.2,198,39.6,4,0.8,372,74.4,128,"Yes",3480
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_b","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","B",500,234,46.8,15,3,1,0.2,241,48.2,259,"Yes",1281
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_c","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","C",500,222,44.4,20,4,2,0.4,239,47.8,261,"Yes",1269
"rilta_lta_m1_n_2500_tp_3.179_m_3_l_d","Model 1","N = 2500",2500,".800",3.179,3,".60, .30, .10","D",500,216,43.2,20,4,2,0.4,230,46,270,"Yes",1218
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_0.3","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.3",499,48,9.6,0,0,0,0,48,9.6,451,"Yes",684
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_0.5","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.5",499,36,7.2,0,0,0,0,36,7.2,463,"Yes",666
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_0.7","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.7",500,57,11.4,2,0.4,0,0,59,11.8,441,"Yes",703
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_0.9","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.9",500,48,9.6,1,0.2,0,0,49,9.8,451,"Yes",687
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_a","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","A",498,40,8,0,0,0,0,40,8,458,"Yes",670
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_b","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","B",499,36,7.2,0,0,0,0,36,7.2,463,"Yes",666
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_c","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","C",500,44,8.8,2,0.4,0,0,44,8.8,456,"Yes",679
"rilta_lta_m2_n_2500_tp_3.179_m_1_l_d","Model 2","N = 2500",2500,".800",3.179,1,".10, .30, .60","D",500,61,12.2,3,0.6,0,0,64,12.8,436,"Yes",712
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_0.3","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.3",500,98,19.6,0,0,0,0,98,19.6,402,"Yes",776
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_0.5","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.5",500,112,22.4,0,0,0,0,112,22.4,388,"Yes",806
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_0.7","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.7",500,117,23.4,0,0,0,0,117,23.4,383,"Yes",818
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_0.9","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","0.9",499,150,30.1,0,0,0,0,150,30.1,349,"Yes",903
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_a","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","A",499,89,17.8,0,0,0,0,89,17.8,410,"Yes",756
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_b","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","B",500,101,20.2,0,0,0,0,101,20.2,399,"Yes",782
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_c","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","C",500,108,21.6,0,0,0,0,108,21.6,392,"Yes",797
"rilta_lta_m2_n_2500_tp_3.179_m_2_l_d","Model 2","N = 2500",2500,".800",3.179,2,".33, .33, .33","D",499,110,22,0,0,0,0,110,22,389,"Yes",800
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_0.3","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.3",499,71,14.2,0,0,0,0,71,14.2,428,"Yes",723
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_0.5","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.5",500,77,15.4,0,0,0,0,77,15.4,423,"Yes",735
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_0.7","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.7",500,89,17.8,0,0,0,0,89,17.8,411,"Yes",758
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_0.9","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","0.9",498,110,22.1,0,0,0,0,110,22.1,388,"Yes",800
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_a","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","A",499,78,15.6,0,0,0,0,78,15.6,421,"Yes",735
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_b","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","B",500,71,14.2,1,0.2,0,0,72,14.4,428,"Yes",726
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_c","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","C",500,74,14.8,0,0,0,0,74,14.8,426,"Yes",729
"rilta_lta_m2_n_2500_tp_3.179_m_3_l_d","Model 2","N = 2500",2500,".800",3.179,3,".60, .30, .10","D",498,61,12.2,0,0,0,0,61,12.2,437,"Yes",704
"rilta_lta_m3_n_2500_tp_3.179_m_1_l_0.3","Model 3","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.3",500,121,24.2,12,2.4,0,0,130,26,370,"Yes",849
"rilta_lta_m3_n_2500_tp_3.179_m_1_l_0.5","Model 3","N = 2500",2500,".800",3.179,1,".10, .30, .60","0.5",500,104,20.8,10,2,0,0,113,22.6,387,"Yes",809
