"FileName","Population","Lambda","N","Transitions","group_size","average","average_SE","population_sd","MSE","Coverage","Power","Reps_Used","Parameter_Bias_boot","SE_Bias_boot","Parameter_Bias","SE_Bias","Power_Dic","Coverage_Dic"
"rilta_lta_n_1000_tp_-1.385_th_1_lambda_1",0.2,1,"N = 1000","Mover",645,0.512,0.035,0.035,0.098,0,1,645,156,0,155.8335,0.41295,1,0
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.2",0.6,0.2,"N = 1000","Stayer",620,0.608,0.037,0.037,0.001,0.94,1,620,1.33,0,1.38176,1.56197,1,1
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.4",0.6,0.4,"N = 1000","Stayer",617,0.634,0.036,0.035,0.002,0.84,1,617,5.67,2.86,5.6369,2.24884,1,0
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.6",0.6,0.6,"N = 1000","Stayer",633,0.666,0.034,0.035,0.006,0.507,1,633,11,-2.86,11.07134,-1.67975,1,0
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0.8",0.6,0.8,"N = 1000","Stayer",631,0.708,0.032,0.031,0.013,0.089,1,631,18,3.23,18.08215,2.47557,1,0
"rilta_lta_n_1000_tp_0.41_th_1_lambda_0",0.6,0,"N = 1000","Stayer",644,0.6,0.037,0.037,0.001,0.949,1,644,0,0,0.07069,0.35855,1,1
"rilta_lta_n_1000_tp_0.41_th_1_lambda_1",0.6,1,"N = 1000","Stayer",630,0.747,0.03,0.03,0.022,0.003,1,630,24.5,0,24.49172,-0.54283,1,0
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.2",0.7,0.2,"N = 1000","Stayer",636,0.707,0.034,0.034,0.001,0.934,1,636,1,0,0.99757,0.44482,1,1
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.4",0.7,0.4,"N = 1000","Stayer",622,0.724,0.033,0.034,0.002,0.894,1,622,3.43,-2.94,3.38013,-1.1289,1,0
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.6",0.7,0.6,"N = 1000","Stayer",629,0.747,0.032,0.032,0.003,0.679,1,629,6.71,0,6.72547,1.39677,1,0
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0.8",0.7,0.8,"N = 1000","Stayer",620,0.777,0.03,0.029,0.007,0.26,1,620,11,3.45,10.94974,3.19549,1,0
"rilta_lta_n_1000_tp_0.85_th_1_lambda_0",0.7,0,"N = 1000","Stayer",638,0.701,0.034,0.035,0.001,0.944,1,638,0.14,-2.86,0.18085,-1.45779,1,1
"rilta_lta_n_1000_tp_0.85_th_1_lambda_1",0.7,1,"N = 1000","Stayer",619,0.806,0.028,0.027,0.012,0.048,1,619,15.14,3.7,15.1332,3.64915,1,0
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.2",0.8,0.2,"N = 1000","Stayer",614,0.804,0.03,0.029,0.001,0.94,1,614,0.5,3.45,0.53315,3.72508,1,1
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.4",0.8,0.4,"N = 1000","Stayer",640,0.813,0.03,0.028,0.001,0.928,1,640,1.62,7.14,1.65968,6.03588,1,1
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.6",0.8,0.6,"N = 1000","Stayer",619,0.827,0.029,0.027,0.001,0.851,1,619,3.37,7.41,3.31583,6.39383,1,0
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0.8",0.8,0.8,"N = 1000","Stayer",615,0.847,0.027,0.025,0.003,0.582,1,615,5.87,8,5.82333,7.80729,1,0
"rilta_lta_n_1000_tp_1.385_th_1_lambda_0",0.8,0,"N = 1000","Stayer",634,0.801,0.031,0.029,0.001,0.951,1,634,0.13,6.9,0.16562,4.84546,1,1
"rilta_lta_n_1000_tp_1.385_th_1_lambda_1",0.8,1,"N = 1000","Stayer",616,0.866,0.025,0.024,0.005,0.234,1,616,8.25,4.17,8.25867,6.73188,1,0
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.2",0.4,0.2,"N = 2000","Mover",639,0.412,0.028,0.029,0.001,0.915,1,639,3,-3.45,2.95525,-2.66869,1,1
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.4",0.4,0.4,"N = 2000","Mover",627,0.449,0.027,0.027,0.003,0.573,1,627,12.25,0,12.163,-1.0303,1,0
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.6",0.4,0.6,"N = 2000","Mover",675,0.504,0.026,0.026,0.011,0.021,1,675,26,0,25.9525,1.79975,1,0
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0.8",0.4,0.8,"N = 2000","Mover",639,0.568,0.025,0.025,0.029,0,1,639,42,0,41.972,2.21502,1,0
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_0",0.4,0,"N = 2000","Mover",618,0.401,0.028,0.028,0.001,0.958,1,618,0.25,0,0.1675,0.962,1,1
"rilta_lta_n_2000_tp_-0.41_th_1_lambda_1",0.4,1,"N = 2000","Mover",630,0.627,0.023,0.022,0.052,0,1,630,56.75,4.55,56.631,2.70211,1,0
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.2",0.3,0.2,"N = 2000","Mover",604,0.314,0.027,0.027,0.001,0.912,1,604,4.67,0,4.64897,-0.37481,1,1
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.4",0.3,0.4,"N = 2000","Mover",634,0.358,0.027,0.027,0.004,0.438,1,634,19.33,0,19.20764,1.52989,1,0
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.6",0.3,0.6,"N = 2000","Mover",621,0.425,0.027,0.027,0.016,0.005,1,621,41.67,0,41.58061,0.83062,1,0
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0.8",0.3,0.8,"N = 2000","Mover",604,0.499,0.026,0.025,0.04,0,1,604,66.33,4,66.31721,3.25119,1,0
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_0",0.3,0,"N = 2000","Mover",637,0.3,0.027,0.026,0.001,0.951,1,637,0,3.85,-0.0603,3.92491,1,1
"rilta_lta_n_2000_tp_-0.85_th_1_lambda_1",0.3,1,"N = 2000","Mover",616,0.568,0.024,0.023,0.073,0,1,616,89.33,4.35,89.48207,5.52484,1,0
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.2",0.2,0.2,"N = 2000","Mover",642,0.216,0.025,0.025,0.001,0.9,1,642,8,0,7.84,-0.65322,1,0
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.4",0.2,0.4,"N = 2000","Mover",656,0.264,0.026,0.027,0.005,0.34,1,656,32,-3.7,31.821,-1.84116,1,0
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.6",0.2,0.6,"N = 2000","Mover",655,0.343,0.027,0.028,0.021,0,1,655,71.5,-3.57,71.4275,-3.41012,1,0
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0.8",0.2,0.8,"N = 2000","Mover",652,0.429,0.026,0.027,0.053,0,1,652,114.5,-3.7,114.661,-4.26139,1,0
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_0",0.2,0,"N = 2000","Mover",594,0.2,0.025,0.024,0.001,0.951,1,594,0,4.17,-0.215,3.923,1,1
"rilta_lta_n_2000_tp_-1.385_th_1_lambda_1",0.2,1,"N = 2000","Mover",636,0.511,0.024,0.023,0.097,0,1,636,155.5,4.35,155.316,6.01245,1,0
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.2",0.6,0.2,"N = 2000","Stayer",651,0.608,0.026,0.026,0.001,0.928,1,651,1.33,0,1.35467,-0.87276,1,1
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.4",0.6,0.4,"N = 2000","Stayer",645,0.631,0.025,0.026,0.002,0.753,1,645,5.17,-3.85,5.15325,-3.00711,1,0
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.6",0.6,0.6,"N = 2000","Stayer",592,0.666,0.024,0.024,0.005,0.228,1,592,11,0,11.08142,0.0818099999999999,1,0
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0.8",0.6,0.8,"N = 2000","Stayer",638,0.707,0.023,0.023,0.012,0.006,1,638,17.83,0,17.86844,0.08255,1,0
"rilta_lta_n_2000_tp_0.41_th_1_lambda_0",0.6,0,"N = 2000","Stayer",619,0.601,0.026,0.026,0.001,0.95,1,619,0.17,0,0.18839,-1.01293,1,1
"rilta_lta_n_2000_tp_0.41_th_1_lambda_1",0.6,1,"N = 2000","Stayer",615,0.745,0.021,0.022,0.022,0,1,615,24.17,-4.55,24.21441,-2.10278,1,0
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.2",0.7,0.2,"N = 2000","Stayer",632,0.706,0.024,0.024,0.001,0.932,1,632,0.86,0,0.84237,-0.95577,1,1
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.4",0.7,0.4,"N = 2000","Stayer",643,0.722,0.024,0.024,0.001,0.827,1,643,3.14,0,3.20218,0.56277,1,0
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.6",0.7,0.6,"N = 2000","Stayer",616,0.746,0.023,0.023,0.003,0.497,1,616,6.57,0,6.53817,-0.20067,1,0
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0.8",0.7,0.8,"N = 2000","Stayer",616,0.776,0.021,0.021,0.006,0.06,1,616,10.86,0,10.82748,-0.43418,1,0
"rilta_lta_n_2000_tp_0.85_th_1_lambda_0",0.7,0,"N = 2000","Stayer",619,0.701,0.024,0.024,0.001,0.948,1,619,0.14,0,0.19923,-1.04583,1,1
"rilta_lta_n_2000_tp_0.85_th_1_lambda_1",0.7,1,"N = 2000","Stayer",620,0.805,0.019,0.019,0.011,0,1,620,15,0,15.01485,-0.20795,1,0
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.2",0.8,0.2,"N = 2000","Stayer",626,0.803,0.021,0.022,0,0.944,1,626,0.38,-4.55,0.44125,-2.23469,1,1
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.4",0.8,0.4,"N = 2000","Stayer",613,0.812,0.021,0.021,0.001,0.907,1,613,1.5,0,1.44393,-1.51349,1,0
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.6",0.8,0.6,"N = 2000","Stayer",625,0.826,0.02,0.02,0.001,0.744,1,625,3.25,0,3.26623,-0.46776,1,0
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0.8",0.8,0.8,"N = 2000","Stayer",627,0.846,0.019,0.019,0.002,0.351,1,627,5.75,0,5.6906,1.06536,1,0
"rilta_lta_n_2000_tp_1.385_th_1_lambda_0",0.8,0,"N = 2000","Stayer",638,0.801,0.021,0.022,0,0.944,1,638,0.13,-4.55,0.19108,-3.55683,1,1
"rilta_lta_n_2000_tp_1.385_th_1_lambda_1",0.8,1,"N = 2000","Stayer",613,0.866,0.018,0.017,0.005,0.049,1,613,8.25,5.88,8.22921,3.90146,1,0
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.2",0.4,0.2,"N = 4000","Mover",625,0.411,0.019,0.02,0.001,0.899,1,625,2.75,-5,2.79575,-4.85832,1,0
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.4",0.4,0.4,"N = 4000","Mover",632,0.45,0.019,0.02,0.003,0.286,1,632,12.5,-5,12.59425,-5.81108,1,0
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.6",0.4,0.6,"N = 4000","Mover",649,0.506,0.019,0.019,0.012,0,1,649,26.5,0,26.438,-2.47284,1,0
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0.8",0.4,0.8,"N = 4000","Mover",614,0.568,0.017,0.017,0.028,0,1,614,42,0,41.96375,0.86285,1,0
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_0",0.4,0,"N = 4000","Mover",633,0.399,0.019,0.02,0,0.957,1,633,-0.25,-5,-0.14475,-3.06119,1,1
"rilta_lta_n_4000_tp_-0.41_th_1_lambda_1",0.4,1,"N = 4000","Mover",644,0.627,0.016,0.016,0.052,0,1,644,56.75,0,56.83525,-2.82828,1,0
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.2",0.3,0.2,"N = 4000","Mover",625,0.314,0.019,0.02,0.001,0.899,1,625,4.67,-5,4.57319,-3.7924,1,0
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.4",0.3,0.4,"N = 4000","Mover",637,0.359,0.019,0.019,0.004,0.137,1,637,19.67,0,19.74423,-1.92116,1,0
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.6",0.3,0.6,"N = 4000","Mover",665,0.425,0.019,0.019,0.016,0,1,665,41.67,0,41.80189,-2.15656,1,0
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0.8",0.3,0.8,"N = 4000","Mover",662,0.5,0.018,0.018,0.04,0,1,662,66.67,0,66.68878,0.44552,1,0
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_0",0.3,0,"N = 4000","Mover",630,0.3,0.019,0.019,0,0.957,1,630,0,0,-0.14373,0.6838,1,1
"rilta_lta_n_4000_tp_-0.85_th_1_lambda_1",0.3,1,"N = 4000","Mover",671,0.569,0.017,0.016,0.073,0,1,671,89.67,6.25,89.73001,3.71973,1,0
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.2",0.2,0.2,"N = 4000","Mover",642,0.217,0.018,0.018,0.001,0.854,1,642,8.5,0,8.2745,1.875,1,0
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.4",0.2,0.4,"N = 4000","Mover",642,0.265,0.019,0.019,0.005,0.07,1,642,32.5,0,32.4065,0.441,1,0
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.6",0.2,0.6,"N = 4000","Mover",665,0.341,0.019,0.02,0.02,0,1,665,70.5,-5,70.7235,-4.24988,1,0
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0.8",0.2,0.8,"N = 4000","Mover",631,0.429,0.019,0.019,0.053,0,1,631,114.5,0,114.409,1.53372,1,0
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_0",0.2,0,"N = 4000","Mover",628,0.2,0.017,0.017,0,0.946,1,628,0,0,-0.1955,-1.8221,1,1
"rilta_lta_n_4000_tp_-1.385_th_1_lambda_1",0.2,1,"N = 4000","Mover",683,0.511,0.017,0.017,0.097,0,1,683,155.5,0,155.725,1.50634,1,0
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.2",0.6,0.2,"N = 4000","Stayer",634,0.609,0.018,0.018,0,0.913,1,634,1.5,0,1.50767,-0.05104,1,1
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.4",0.6,0.4,"N = 4000","Stayer",634,0.631,0.018,0.018,0.001,0.596,1,634,5.17,0,5.11659,-0.7997,1,0
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.6",0.6,0.6,"N = 4000","Stayer",623,0.665,0.017,0.017,0.005,0.032,1,623,10.83,0,10.87074,1.83923,1,0
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0.8",0.6,0.8,"N = 4000","Stayer",616,0.706,0.016,0.016,0.012,0,1,616,17.67,0,17.69173,2.4636,1,0
"rilta_lta_n_4000_tp_0.41_th_1_lambda_0",0.6,0,"N = 4000","Stayer",621,0.601,0.018,0.018,0,0.95,1,621,0.17,0,0.12945,-1.06953,1,1
"rilta_lta_n_4000_tp_0.41_th_1_lambda_1",0.6,1,"N = 4000","Stayer",624,0.746,0.015,0.014,0.022,0,1,624,24.33,7.14,24.32615,3.85375,1,0
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.2",0.7,0.2,"N = 4000","Stayer",619,0.706,0.017,0.017,0,0.91,1,619,0.86,0,0.88119,-1.97035,1,1
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.4",0.7,0.4,"N = 4000","Stayer",615,0.721,0.017,0.017,0.001,0.777,1,615,3,0,2.9872,2.48349,1,0
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.6",0.7,0.6,"N = 4000","Stayer",629,0.745,0.016,0.016,0.002,0.183,1,629,6.43,0,6.47949,2.37036,1,0
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0.8",0.7,0.8,"N = 4000","Stayer",623,0.775,0.015,0.015,0.006,0,1,623,10.71,0,10.73418,1.67163,1,0
"rilta_lta_n_4000_tp_0.85_th_1_lambda_0",0.7,0,"N = 4000","Stayer",656,0.701,0.017,0.017,0,0.954,1,656,0.14,0,0.10793,-1.36616,1,1
"rilta_lta_n_4000_tp_0.85_th_1_lambda_1",0.7,1,"N = 4000","Stayer",638,0.806,0.014,0.013,0.011,0,1,638,15.14,7.69,15.12497,4.28009,1,0
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.2",0.8,0.2,"N = 4000","Stayer",618,0.803,0.015,0.015,0,0.937,1,618,0.38,0,0.39029,-1.79123,1,1
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.4",0.8,0.4,"N = 4000","Stayer",626,0.811,0.015,0.015,0,0.872,1,626,1.38,0,1.40807,-0.75207,1,0
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.6",0.8,0.6,"N = 4000","Stayer",626,0.826,0.014,0.014,0.001,0.562,1,626,3.25,0,3.18947,-1.67605,1,0
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0.8",0.8,0.8,"N = 4000","Stayer",635,0.844,0.014,0.013,0.002,0.101,1,635,5.5,7.69,5.52731,8.90654,1,0
"rilta_lta_n_4000_tp_1.385_th_1_lambda_0",0.8,0,"N = 4000","Stayer",638,0.801,0.015,0.015,0,0.951,1,638,0.13,0,0.07191,2.77026,1,1
"rilta_lta_n_4000_tp_1.385_th_1_lambda_1",0.8,1,"N = 4000","Stayer",629,0.865,0.012,0.012,0.004,0,1,629,8.12,0,8.13074,4.90825,1,0
"rilta_lta_n_500_tp_-0.41_th_1_lambda_0.2",0.4,0.2,"N = 500","Mover",626,0.411,0.056,0.055,0.003,0.938,1,626,2.75,1.82,2.76525,1.64442,1,1
"rilta_lta_n_500_tp_-0.41_th_1_lambda_0.4",0.4,0.4,"N = 500","Mover",615,0.448,0.055,0.057,0.006,0.85,1,615,12,-3.51,11.98475,-3.13047,1,0
"rilta_lta_n_500_tp_-0.41_th_1_lambda_0.6",0.4,0.6,"N = 500","Mover",614,0.506,0.054,0.057,0.014,0.479,1,614,26.5,-5.26,26.48275,-5.19738,1,0
"rilta_lta_n_500_tp_-0.41_th_1_lambda_0.8",0.4,0.8,"N = 500","Mover",605,0.568,0.05,0.053,0.031,0.126,1,605,42,-5.66,42.04075,-5.87601,1,0
"rilta_lta_n_500_tp_-0.41_th_1_lambda_0",0.4,0,"N = 500","Mover",623,0.399,0.056,0.056,0.003,0.944,1,623,-0.25,0,-0.2005,0.66272,1,1
"rilta_lta_n_500_tp_-0.41_th_1_lambda_1",0.4,1,"N = 500","Mover",662,0.63,0.046,0.049,0.055,0.009,1,662,57.5,-6.12,57.5445,-4.23675,1,0
"rilta_lta_n_500_tp_-0.85_th_1_lambda_0.2",0.3,0.2,"N = 500","Mover",648,0.313,0.055,0.054,0.003,0.955,1,648,4.33,1.85,4.19034,2.12381,1,1
"rilta_lta_n_500_tp_-0.85_th_1_lambda_0.4",0.3,0.4,"N = 500","Mover",651,0.357,0.055,0.056,0.006,0.82,1,651,19,-1.79,19.14429,-0.60184,1,0
"rilta_lta_n_500_tp_-0.85_th_1_lambda_0.6",0.3,0.6,"N = 500","Mover",628,0.424,0.055,0.057,0.019,0.381,1,628,41.33,-3.51,41.45421,-4.6608,1,0
"rilta_lta_n_500_tp_-0.85_th_1_lambda_0.8",0.3,0.8,"N = 500","Mover",649,0.501,0.052,0.055,0.044,0.052,1,649,67,-5.45,67.07095,-5.48443,1,0
"rilta_lta_n_500_tp_-0.85_th_1_lambda_0",0.3,0,"N = 500","Mover",634,0.3,0.054,0.054,0.003,0.937,1,634,0,0,-0.11893,0.93339,1,1
"rilta_lta_n_500_tp_-0.85_th_1_lambda_1",0.3,1,"N = 500","Mover",631,0.57,0.048,0.051,0.076,0.002,1,631,90,-5.88,90.01956,-6.52923,1,0
"rilta_lta_n_500_tp_-1.385_th_1_lambda_0.2",0.2,0.2,"N = 500","Mover",619,0.216,0.051,0.051,0.003,0.942,0.987,619,8,0,7.768,1.59432,1,1
"rilta_lta_n_500_tp_-1.385_th_1_lambda_0.4",0.2,0.4,"N = 500","Mover",637,0.266,0.054,0.055,0.007,0.771,0.995,637,33,-1.82,32.994,-1.54954,1,0
"rilta_lta_n_500_tp_-1.385_th_1_lambda_0.6",0.2,0.6,"N = 500","Mover",650,0.34,0.055,0.06,0.023,0.297,1,650,70,-8.33,70.31,-7.26716,1,0
"rilta_lta_n_500_tp_-1.385_th_1_lambda_0.8",0.2,0.8,"N = 500","Mover",642,0.432,0.053,0.053,0.057,0.011,1,642,116,0,116.0765,0.98363,1,0
"rilta_lta_n_500_tp_-1.385_th_1_lambda_0",0.2,0,"N = 500","Mover",606,0.199,0.05,0.051,0.003,0.922,0.982,606,-0.5,-1.96,-0.47,-2.12665,1,1
"rilta_lta_n_500_tp_-1.385_th_1_lambda_1",0.2,1,"N = 500","Mover",636,0.514,0.049,0.052,0.101,0.002,1,636,157,-5.77,157.073,-4.49386,1,0
"rilta_lta_n_500_tp_0.41_th_1_lambda_0.2",0.6,0.2,"N = 500","Stayer",646,0.608,0.053,0.051,0.003,0.944,1,646,1.33,3.92,1.3389,3.59586,1,1
"rilta_lta_n_500_tp_0.41_th_1_lambda_0.4",0.6,0.4,"N = 500","Stayer",655,0.633,0.052,0.051,0.004,0.904,1,655,5.5,1.96,5.45717,1.06605,1,0
"rilta_lta_n_500_tp_0.41_th_1_lambda_0.6",0.6,0.6,"N = 500","Stayer",643,0.67,0.049,0.048,0.007,0.659,1,643,11.67,2.08,11.58148,1.99693,1,0
"rilta_lta_n_500_tp_0.41_th_1_lambda_0.8",0.6,0.8,"N = 500","Stayer",611,0.709,0.046,0.046,0.014,0.342,1,611,18.17,0,18.16312,0.15652,1,0
"rilta_lta_n_500_tp_0.41_th_1_lambda_0",0.6,0,"N = 500","Stayer",613,0.601,0.053,0.055,0.003,0.94,1,613,0.17,-3.64,0.26155,-2.83238,1,1
"rilta_lta_n_500_tp_0.41_th_1_lambda_1",0.6,1,"N = 500","Stayer",638,0.749,0.042,0.042,0.024,0.075,1,638,24.83,0,24.78324,-0.73483,1,0
"rilta_lta_n_500_tp_0.85_th_1_lambda_0.2",0.7,0.2,"N = 500","Stayer",629,0.708,0.049,0.048,0.002,0.94,1,629,1.14,2.08,1.08949,2.96458,1,1
"rilta_lta_n_500_tp_0.85_th_1_lambda_0.4",0.7,0.4,"N = 500","Stayer",639,0.724,0.048,0.046,0.003,0.914,1,639,3.43,4.35,3.43526,4.93446,1,1
"rilta_lta_n_500_tp_0.85_th_1_lambda_0.6",0.7,0.6,"N = 500","Stayer",644,0.748,0.046,0.044,0.004,0.809,1,644,6.86,4.55,6.85056,3.25546,1,0
"rilta_lta_n_500_tp_0.85_th_1_lambda_0.8",0.7,0.8,"N = 500","Stayer",618,0.778,0.043,0.043,0.008,0.534,1,618,11.14,0,11.17885,0.58605,1,0
"rilta_lta_n_500_tp_0.85_th_1_lambda_0",0.7,0,"N = 500","Stayer",643,0.701,0.049,0.05,0.002,0.942,1,643,0.14,-2,0.0575,-1.06771,1,1
"rilta_lta_n_500_tp_0.85_th_1_lambda_1",0.7,1,"N = 500","Stayer",611,0.806,0.039,0.04,0.013,0.231,1,611,15.14,-2.5,15.19196,-1.56835,1,0
"rilta_lta_n_500_tp_1.385_th_1_lambda_0.2",0.8,0.2,"N = 500","Stayer",621,0.803,0.044,0.043,0.002,0.944,1,621,0.38,2.33,0.43078,2.57333,1,1
"rilta_lta_n_500_tp_1.385_th_1_lambda_0.4",0.8,0.4,"N = 500","Stayer",626,0.813,0.043,0.042,0.002,0.92,1,626,1.62,2.38,1.64958,2.6178,1,1
"rilta_lta_n_500_tp_1.385_th_1_lambda_0.6",0.8,0.6,"N = 500","Stayer",615,0.828,0.041,0.04,0.002,0.876,1,615,3.5,2.5,3.50502,3.6595,1,0
"rilta_lta_n_500_tp_1.385_th_1_lambda_0.8",0.8,0.8,"N = 500","Stayer",627,0.845,0.039,0.038,0.004,0.735,1,627,5.62,2.63,5.66667,1.76874,1,0
